10 10
0.1644970402	0.73638431	0.09232633262	0.6746899252	0.5671093557	0.08149277615	0.09497474293	0.171220934	0.7183594708	0.01775758674
0.2590265488	0.02514483606	0.9075635921	0.385964457	0.8976743508	0.8171888053	0.1358881489	0.03379404704	0.1555800793	0.282508486
0.1701694323	0.8217002527	0.06570412636	0.9960303711	0.1537006938	0.7362130848	0.6638363945	0.2779209045	0.7193565188	0.7945601175
0.1272569663	0.1754168199	0.007099162941	0.8027048987	0.2709513316	0.2699317517	0.9018491246	0.02466437499	0.9503806402	0.5026424704
0.3363727953	0.850374065	0.5688696589	0.1771386841	0.21474445	0.9472201191	0.9232284728	0.4528733451	0.8143458156	0.8789357323
0.7711864799	0.1798174241	0.4168903338	0.3523285841	0.01521801706	0.1805917277	0.8392696911	0.1299677168	0.3777147239	0.6694244917
0.7991128146	0.5289432617	0.03084885835	0.8185298647	0.6264574549	0.4087571869	0.521793239	0.1991964251	0.1817753824	0.2081074196
0.4754422164	0.35568787	0.2695818308	0.3566852841	0.6241605502	0.7348059608	0.9515124589	0.5381096208	0.5175862279	0.2353051441
0.8449875568	0.871710754	0.7224902584	0.5413674989	0.9383757295	0.2881899906	0.2359765936	0.3251735645	0.3722335234	0.9947672887
0.8235926274	0.5114214441	0.371222904	0.3957964548	0.8244968232	0.5277303159	0.6721041282	0.9250479488	0.4084135888	0.05862209425
